x1,x2,x3,x4,x5,x6,x7,y
5.873,4.001,2.426,4,4,4,1,2.46963
4.457,6.881,2.711,3,1,3,2,3.70496
6.5030003,3.113,6.356,3,3,3,2,18.6411
6.701,4.334,3.716,1,4,4,1,5.08882
7.6280003,7.52,5.045,1,3,4,2,2.66967
3.0440001,5.906,3.1100001,4,4,1,1,5.05584
3.74,5.711,6.716,4,4,3,1,3.27049
7.7990003,7.025,4.823,4,1,4,1,2.68086
7.01,6.203,6.509,4,3,3,1,2.61661
6.551,2.963,7.133,1,4,4,2,3.16521
4.985,2.129,4.58,4,4,4,2,5.39267
6.6410003,6.269,4.352,4,3,1,1,2.45322
5.1619997,6.059,7.052,3,4,4,1,2.69778
7.442,6.683,3.917,3,3,4,1,9.65938
6.434,2.051,4.784,4,4,4,2,5.59776
6.9440002,2.261,2.924,3,3,4,1,3.75827
7.691,3.7849998,4.61,1,1,1,1,3.58358
6.02,3.266,7.823,1,3,1,2,4.00804
5.4230003,4.538,2.612,1,4,4,2,10.5644
4.502,7.772,2.762,1,4,3,2,5.74024
5.1949997,3.1100001,2.027,1,1,3,1,15.3534
2.165,2.615,3.5180001,4,3,4,1,3.59101
5.342,4.8859997,4.184,4,4,3,2,10.4816
4.5889997,2.174,6.683,4,4,4,1,4.54508
4.946,3.7940001,4.712,4,4,3,2,2.8774
2.831,3.224,2.051,4,4,4,1,3.06483
5.999,4.4779997,3.464,4,3,4,1,11.2446
6.647,5.252,2.687,1,4,1,2,3.84015
4.862,6.317,2.909,3,3,3,1,3.3967
2.795,3.4850001,4.325,1,4,1,1,3.41323
2.687,2.795,6.779,1,3,4,1,9.59971
5.789,7.04,6.974,4,4,1,2,3.5101
6.305,6.275,3.6290002,3,4,3,1,2.49192
4.55,4.6219997,2.105,4,1,1,2,10.7828
6.047,4.0039997,2.177,4,3,1,1,5.30722
4.691,4.634,3.2480001,1,1,1,1,2.10637
6.167,5.5880003,7.706,4,4,3,1,3.2867
2.345,7.367,7.178,4,4,4,2,7.04708
7.493,3.6230001,2.9,3,1,3,2,3.16149
2.069,6.824,3.3140001,3,4,4,2,5.4888
4.61,7.472,6.563,4,4,1,1,2.72801
2.159,3.926,7.337,4,1,4,1,42.8683
3.3769999,7.151,4.2650003,1,4,4,2,5.11857
4.9490004,6.29,2.786,4,1,3,1,4.94304
3.707,2.897,4.91,1,4,1,1,2.89452
5.6660004,3.587,5.153,4,4,4,2,3.20072
5.642,5.9,4.118,3,4,1,2,3.8518
6.0950003,4.943,4.442,3,4,3,1,11.3459
6.44,7.031,2.7649999,3,3,4,2,3.41862
6.524,6.722,7.4,4,3,1,2,2.35985
7.043,7.607,7.196,4,3,4,2,2.74039
5.2609997,4.67,3.701,4,4,4,2,2.45846
3.902,2.039,5.816,4,3,4,2,4.40471
6.509,6.131,2.744,3,1,4,1,6.67092
4.724,7.601,7.613,4,1,1,1,4.02767
5.105,6.212,2.318,3,4,4,1,14.4207
5.7469997,4.097,5.0959997,3,1,1,2,5.04194
5.951,5.0959997,2.807,4,1,4,2,6.56899
6.257,2.39,6.5030003,4,1,1,1,12.0676
4.427,4.877,5.921,1,4,4,1,4.70305
4.076,6.422,7.223,3,3,1,2,3.99028
6.65,2.864,4.271,3,4,3,1,15.5813
7.271,4.9639997,4.907,4,4,3,2,9.42173
7.052,7.235,7.388,4,3,1,1,1.84987
3.83,6.671,7.226,4,3,4,1,2.98894
4.514,4.691,2.993,3,4,1,2,6.81593
3.293,6.968,3.086,4,4,4,2,9.34365
5.549,5.8310003,6.659,1,1,3,1,3.45395
6.548,2.009,3.542,4,3,4,2,4.90105
4.859,7.889,7.598,1,1,1,2,2.36283
4.766,5.591,6.242,1,1,3,2,11.2483
7.5230002,3.161,4.283,1,3,3,2,14.5226
4.1660004,7.232,5.939,4,1,4,2,4.02655
7.931,5.777,4.043,1,3,4,2,3.53645
7.997,6.584,7.322,4,1,3,2,2.20459
4.823,7.304,6.59,4,3,4,2,3.01054
6.413,4.1330004,7.181,4,3,4,2,19.8714
2.273,7.613,7.736,4,4,3,2,2.81266
4.349,6.017,7.43,4,4,4,2,41.5133
3.68,4.049,7.589,3,4,3,1,2.8217
4.76,6.2,6.656,1,4,3,2,3.153
7.343,4.733,4.994,1,4,4,2,8.3008
5.3120003,7.9370003,4.79,4,1,4,1,2.40394
5.993,5.564,3.221,3,1,4,1,4.7341
7.559,5.1800003,7.835,1,4,3,1,1.93713
3.368,6.155,7.244,4,3,4,2,3.901
4.238,2.633,5.348,3,4,3,2,11.0133
6.644,2.825,3.062,4,3,1,1,6.89491
5.207,7.043,4.238,1,4,3,1,3.09721
6.95,3.869,7.403,1,1,3,1,2.34196
4.2799997,2.588,3.389,4,4,4,1,3.81801
7.607,7.676,2.5970001,4,4,1,1,2.04501
5.7320004,2.294,2.603,1,1,4,1,8.83111
7.07,5.417,6.626,1,4,1,2,3.45579
6.71,4.724,2.8730001,3,3,4,1,2.99465
2.975,3.551,4.421,1,3,4,1,6.81738
7.247,5.42,6.338,1,4,3,2,2.73564
5.2790003,6.467,3.8000002,4,3,1,2,4.1467
6.239,6.5030003,2.321,1,3,1,2,15.494
2.27,5.171,5.183,3,4,3,2,6.48579
4.283,5.8789997,7.277,4,4,3,2,4.90964
6.605,3.659,2.9359999,3,4,1,1,6.0135
2.348,5.546,5.855,4,3,1,2,7.93634
7.172,5.159,2.654,4,1,3,1,5.52266
3.02,6.743,3.767,4,3,4,1,3.4639
7.211,4.967,2.54,4,1,4,2,6.90339
7.649,5.576,6.686,1,1,1,1,3.6391
2.567,7.16,2.852,1,4,4,2,9.27245
2.855,5.3059998,2.228,4,4,3,2,13.2786
7.619,6.05,3.17,4,3,4,1,4.49632
3.9710002,7.991,3.413,4,4,1,1,2.91497
6.581,6.191,7.973,1,3,1,2,3.34038
6.293,2.894,2.633,4,4,4,1,3.41431
2.828,3.152,7.364,4,4,4,2,3.64245
5.7799997,6.188,6.14,4,3,1,2,2.82901
7.9040003,2.282,4.316,4,4,1,2,3.97642
3.017,7.307,5.825,4,4,1,1,4.30516
3.3439999,2.753,6.104,4,4,4,2,4.17036
4.9969997,4.763,4.577,1,4,3,2,4.05474
5.954,4.019,5.873,3,3,4,2,5.82063
2.6,2.483,5.459,4,4,4,2,4.62384
6.404,2.606,3.479,4,1,4,1,3.29345
7.124,2.861,5.8129997,1,1,4,1,4.75534
3.383,5.7860003,2.129,4,4,1,1,4.61276
3.4910002,5.459,5.876,1,4,3,2,4.72653
6.026,4.844,4.067,4,1,1,2,4.69831
7.487,6.947,5.492,3,1,1,1,2.46012
7.544,4.394,4.484,4,3,4,2,13.0974
2.261,2.06,4.73,1,1,4,2,5.25802
6.977,4.985,6.761,4,3,3,2,3.83418
4.3190002,4.667,4.178,4,1,4,1,8.88242
6.143,5.2460003,7.4570003,3,4,3,2,3.28466
2.321,7.28,2.411,4,1,4,1,4.29107
4.718,3.6890001,3.0770001,1,4,3,1,5.08564
6.722,3.608,5.126,4,1,1,2,5.0197
3.431,2.234,5.255,1,3,1,2,2.98959
3.0019999,2.144,7.763,4,4,3,1,3.46382
3.371,2.711,5.057,4,4,3,2,3.66946
3.905,5.255,2.624,3,4,3,1,3.3557
2.18,2.387,4.5080004,1,1,4,2,5.15808
4.1,4.4119997,3.914,3,3,4,1,10.2922
6.044,4.76,6.3980002,1,4,4,1,4.23788
5.318,3.293,5.9630003,3,3,4,2,6.33973
7.961,5.3450003,5.558,4,4,3,2,6.88476
3.455,3.179,3.587,3,3,1,1,18.6132
6.446,4.775,2.399,1,4,3,1,6.89431
2.504,7.118,3.188,1,1,3,1,3.6779
2.285,3.296,7.922,4,4,4,2,3.48331
7.283,7.8980002,4.211,4,4,4,2,5.31326
2.432,3.947,7.883,4,4,3,2,2.49857
5.834,7.352,7.124,1,4,4,1,2.39708
6.203,7.268,2.291,1,4,3,2,8.07272
3.428,6.872,6.794,4,3,4,1,2.85677
6.608,2.885,4.631,3,3,4,2,15.7495
5.657,4.5950003,4.682,3,1,3,2,9.07817
2.405,6.92,7.961,4,3,4,1,2.74694
6.224,2.375,6.281,3,4,1,2,12.4256
7.526,3.155,6.362,3,1,4,2,4.1424
6.107,2.447,5.795,3,4,4,2,3.77723
6.584,3.53,3.887,4,1,1,1,4.25144
3.758,7.928,5.576,4,3,4,2,2.94091
5.171,3.284,4.337,3,4,3,2,15.6949
7.613,3.0019999,3.2870002,4,1,4,1,2.85526
4.865,3.362,6.929,1,4,4,1,15.3517
3.164,4.148,3.02,3,3,4,1,2.98849
4.8529997,5.7530003,5.843,4,4,1,2,5.7062
5.165,3.776,5.177,4,3,4,1,211.378
2.9689999,5.7320004,4.6940002,4,1,4,2,7.92334
6.155,7.211,5.342,1,4,4,2,3.13802
5.66,2.663,7.493,3,3,4,1,5.2836
2.849,2.414,3.872,4,4,1,1,3.9031
7.268,3.767,5.69,4,3,3,2,6.12289
2.789,5.927,3.944,4,1,1,2,3.38701
6.3980002,4.2530003,7.271,3,1,4,2,3.09843
7.13,3.725,7.487,1,4,4,2,2.5992
4.46,7.958,5.957,3,4,4,1,2.20041
4.571,7.184,5.927,1,3,3,2,4.99516
6.14,4.859,6.062,4,4,4,1,2.03355
4.895,2.777,3.383,4,4,1,2,3.6221
4.8830004,4.682,4.9370003,3,1,4,1,3.2393
7.091,3.812,4.082,4,1,1,1,3.64417
3.233,4.748,2.705,4,1,4,2,10.7077
2.429,2.645,5.333,4,4,4,1,3.73573
7.589,2.324,5.4049997,1,4,4,2,3.7758
2.09,4.5109997,3.23,4,1,4,2,54.1952
5.792,3.716,6.806,4,4,4,1,2.65904
5.507,6.8,5.63,3,4,4,2,3.56468
6.383,3.1430001,2.255,1,4,4,1,29.8973
5.6990004,3.671,6.737,1,4,3,1,2.79279
7.502,4.295,3.569,3,4,4,1,6.90932
4.391,3.71,2.351,3,4,4,1,19.0737
5.723,2.627,5.216,4,3,4,1,3.35586
7.592,7.301,6.56,4,4,4,2,7.34502
5.969,7.07,7.106,1,1,3,1,2.97792
2.63,5.132,5.165,1,4,1,2,3.67191
2.7020001,5.042,5.2130003,4,4,4,2,2.27707
3.29,6.41,5.1949997,4,1,4,1,3.99124
5.045,3.158,7.568,4,4,1,2,3.25336
5.4560003,6.821,4.2980003,4,1,1,1,3.1893
7.946,2.309,4.436,4,4,1,2,3.93309
2.126,5.21,7.775,4,1,4,1,7.71994
6.134,2.162,6.92,3,4,4,2,4.06794
5.354,4.598,7.061,3,1,1,2,5.44501
4.91,6.353,5.33,4,3,4,2,4.10497
4.5559998,3.437,2.951,4,4,4,2,3.34041
2.612,4.349,2.894,4,4,4,2,2.63992
7.0160003,6.869,7.079,3,4,3,1,2.70383
7.775,2.7020001,3.407,4,4,4,2,4.24907
5.2580004,5.735,2.942,1,4,1,2,6.03974
2.546,7.913,4.799,4,1,1,1,2.84513
4.115,3.104,5.924,3,1,4,2,5.50813
4.484,3.335,3.308,4,1,4,1,2.82641
4.289,4.592,7.283,1,4,4,1,5.32928
5.75,6.1940002,3.122,3,4,3,2,3.09001
6.4700003,3.4429998,2.7680001,3,4,4,1,16.9257
4.421,5.774,4.1330004,3,3,3,1,2.39076
4.193,2.624,3.674,3,4,1,2,10.2653
3.7280002,5.186,4.9490004,3,1,1,1,8.84162
2.057,4.481,6.8120003,4,3,1,2,13.4666
5.894,3.119,5.267,1,3,3,1,3.57575
6.4370003,4.847,6.791,4,1,1,1,3.10891
3.0110002,5.4709997,7.8650002,4,4,4,2,2.09852
4.388,5.66,6.956,4,1,3,2,3.48084
3.602,3.416,4.13,3,4,1,2,6.61544
7.136,7.616,3.392,1,1,1,1,4.48861
3.3860002,3.896,5.5039997,4,3,4,1,48.7076
3.611,5.9119997,2.141,4,4,3,2,12.8862
2.93,3.317,5.999,4,4,4,2,3.46126
3.434,3.5570002,3.4429998,3,4,3,2,3.34536
4.409,7.556,3.113,4,4,4,2,6.31372
4.472,5.303,2.06,1,1,4,2,17.9696
2.543,5.6809998,5.579,1,4,4,1,9.54207
3.746,3.128,5.7200003,4,4,3,2,3.19626
6.11,2.096,5.918,3,3,4,1,12.1519
4.841,7.157,6.371,4,4,4,1,4.44611
6.518,3.2,6.467,3,1,4,1,3.77327
4.5290003,3.371,3.536,4,4,3,2,3.38764
3.704,7.277,6.608,4,4,4,2,7.45971
5.27,5.606,7.04,3,4,1,2,2.93292
4.532,2.147,4.7,3,4,4,1,3.61998
3.764,5.012,5.132,3,3,3,2,2.23714
4.8859997,7.688,6.731,3,4,4,2,2.76219
2.708,2.756,2.882,3,4,4,1,3.5518
6.005,3.2779999,4.52,3,1,1,1,3.52648
2.06,3.593,5.495,4,1,4,2,4.07185
2.579,3.1729999,4.4,1,1,1,2,4.45173
4.469,2.942,7.772,3,1,4,1,4.36771
3.503,3.275,6.227,4,3,4,2,2.97464
7.472,3.9710002,4.235,4,1,3,2,4.20106
4.163,5.273,4.961,3,4,1,2,4.05347
2.48,3.596,6.992,1,3,4,1,10.678
6.425,3.461,5.093,1,4,1,2,5.56273
5.009,2.603,7.034,1,4,4,2,3.70237
3.05,4.211,4.409,1,4,4,2,19.7148
3.1729999,5.498,3.0019999,4,4,1,2,7.79177
3.1430001,6.617,5.156,3,4,3,2,6.18967
6.035,3.9229999,5.219,4,3,4,1,41.6258
7.481,7.5230002,5.678,1,4,4,2,2.72856
3.5149999,7.526,7.25,3,4,4,2,2.75912
7.202,7.721,7.472,4,3,3,2,2.72477
6.866,7.1150002,3.071,1,3,4,2,5.24783
6.173,4.0699997,6.9110003,3,3,4,1,3.23785
2.924,3.422,3.38,3,4,1,2,8.69547
5.7200003,7.3910003,6.167,1,4,4,2,3.14511
4.451,3.026,3.7519999,3,4,1,2,7.51107
7.655,5.849,5.774,4,1,4,1,3.95831
4.2019997,4.4,5.885,4,4,4,1,2.24568
5.774,7.007,4.361,4,4,1,1,2.56573
6.53,6.002,3.227,3,4,3,1,2.76612
5.6870003,2.288,7.073,1,4,3,1,3.98666
6.356,7.8320003,7.688,3,4,4,1,1.92257
7.034,4.16,2.861,4,3,1,2,7.20209
2.027,5.3900003,6.668,1,4,4,1,153.404
7.8980002,3.8330002,6.596,1,4,3,1,2.35023
5.702,2.333,3.809,4,4,4,2,4.92113
5.867,6.476,6.776,3,3,4,1,2.54288
3.2480001,6.701,2.471,4,3,4,1,4.45568
5.4709997,6.392,6.263,4,1,1,2,5.2531
2.138,6.695,6.026,3,1,4,2,30.7263
2.891,2.537,2.054,4,1,3,2,23.0734
6.635,2.501,3.8270001,4,4,1,1,3.11387
3.359,4.325,3.374,1,1,4,1,41.7541
5.888,3.809,3.2150002,1,4,1,1,4.44172
4.241,4.6280003,2.675,1,4,4,1,5.29106
3.749,5.834,3.416,4,3,4,1,4.69419
6.329,2.141,7.64,3,4,3,2,30.3253
4.0369997,3.38,6.35,4,1,4,2,3.25215
2.489,6.809,7.3910003,3,4,4,1,2.28066
4.955,3.062,6.074,4,4,4,2,3.74951
3.2719998,3.3200002,7.553,3,4,3,2,5.03303
2.771,2.741,4.598,3,3,4,2,16.8862
3.398,5.06,7.01,1,4,4,2,8.55197
5.552,6.182,7.433,3,3,4,1,2.31372
6.3320003,7.7000003,6.698,4,4,3,1,2.14429
4.958,6.314,7.421,1,1,1,2,2.31565
5.783,5.168,3.926,4,4,1,1,4.13186
5.2130003,2.09,2.246,1,3,3,1,3.41549
5.618,7.883,2.21,4,1,1,1,2.89391
2.003,4.7060003,2.981,4,4,4,2,2.43965
7.7330003,6.17,5.447,4,1,4,1,3.48686
3.125,6.089,4.127,4,1,3,2,6.03633
7.754,4.742,3.641,1,4,3,2,4.03021
5.939,2.93,2.489,4,3,4,2,4.20831
2.12,5.348,6.644,4,3,3,2,3.79329
7.1870003,6.572,6.809,4,4,4,2,13.799
7.007,2.684,7.889,1,3,4,1,4.89137
2.7319999,7.667,3.5479999,3,4,1,1,6.5069
6.053,5.561,3.875,1,4,4,1,3.24833
5.558,7.919,5.0810003,3,3,4,2,7.99035
3.308,7.775,6.725,4,1,1,1,16.6909
5.3240004,5.1289997,4.307,1,4,3,2,3.88225
2.414,2.951,7.745,4,3,4,2,3.09954
2.6690001,7.0490003,3.929,4,4,1,2,6.39232
6.785,2.546,6.9830003,4,3,1,2,8.87066
2.99,2.486,5.615,4,3,4,2,3.76963
4.1540003,2.159,6.497,1,1,3,1,7.46323
2.822,5.447,5.2580004,4,4,1,2,8.76989
7.403,7.739,6.053,3,4,4,1,2.22903
6.461,4.796,6.014,3,1,4,1,2.63544
5.573,2.033,4.472,4,4,1,2,4.59
3.845,2.135,4.979,4,4,1,2,4.68261
7.454,6.7070003,7.418,3,3,1,2,2.97225
2.192,6.956,4.664,4,1,3,2,22.8778
4.892,5.486,7.151,3,4,4,1,3.10346
6.377,2.384,2.339,3,4,4,2,4.87814
6.056,5.708,4.466,4,1,3,1,2.8914
2.876,6.386,2.24,1,1,3,2,4.36556
7.196,4.373,7.535,1,4,4,1,4.89332
6.182,4.1029997,3.218,1,1,4,2,5.16208
6.98,2.306,7.664,1,4,4,1,3.15308
6.884,3.836,7.853,3,3,3,2,5.42639
7.376,5.4379997,3.131,4,4,1,2,6.20283
4.811,5.723,6.089,4,1,4,2,5.233
3.2,3.977,3.2779999,4,1,4,1,32.8717
7.862,3.797,7.715,3,3,4,2,3.86759
5.597,3.638,7.127,4,4,1,2,2.85105
6.359,4.8199997,5.402,4,3,1,1,2.78765
5.3389997,5.381,4.3190002,4,3,4,1,5.36971
3.779,5.12,4.634,4,4,4,2,2.24238
2.882,2.681,5.465,1,3,1,1,3.08293
3.935,7.091,4.679,1,3,1,1,39.1901
3.392,3.185,2.249,3,4,4,2,4.15752
2.492,6.416,4.139,3,1,3,1,20.67
6.602,3.008,2.729,3,4,3,1,3.58717
3.911,2.354,7.91,3,1,4,2,8.48436
2.123,4.868,5.675,4,1,4,2,39.1951
3.026,2.003,5.861,4,3,3,2,1603.95
5.0629997,2.759,6.995,4,4,3,2,3.42746
7.469,4.88,2.093,4,3,4,1,9.29255
2.984,7.451,3.245,1,4,4,2,6.1035
4.196,2.6690001,5.9,3,3,3,1,10.2866
2.864,2.867,4.649,3,4,1,2,9.26687
5.159,7.6610003,6.326,4,4,3,1,2.21256
7.823,3.08,7.208,4,1,4,2,2.98821
4.178,2.048,6.107,1,1,4,1,17.8663
3.7189999,4.7,7.292,4,3,1,2,4.04306
7.181,5.585,7.004,4,4,4,1,15.3208
6.731,5.558,2.27,4,4,1,2,5.8541
4.7390003,7.073,5.9960003,1,3,1,1,8.03206
2.534,2.72,3.089,4,4,4,2,4.22096
2.915,3.4520001,2.477,4,3,1,1,7.64136
6.761,7.388,2.978,4,4,3,2,5.19331
7.352,7.976,4.517,1,3,1,2,3.6989
3.7519999,5.894,2.063,4,4,1,2,5.97464
3.053,3.0349998,3.9320002,4,4,3,1,3.02411
4.466,4.268,2.456,3,4,4,2,22.9728
6.353,7.736,5.702,4,4,3,1,2.30604
4.601,6.113,2.636,4,4,4,2,30.8096
3.776,7.574,4.8710003,1,4,1,1,211.151
6.659,3.23,4.034,4,4,1,2,3.02969
5.84,3.464,4.085,1,3,4,1,3.93737
4.3459997,5.2130003,3.041,4,4,1,2,7.95352
4.223,2.771,7.979,4,4,1,2,3.74146
7.415,7.697,2.738,1,4,4,2,2.65109
5.5880003,5.309,7.157,4,1,4,1,5.35613
6.515,2.555,6.464,4,4,4,1,3.86732
4.1870003,6.5360003,2.7319999,4,4,3,1,5.44463
7.067,6.65,6.155,3,3,1,2,4.38964
7.448,4.34,5.363,4,1,3,1,3.10073
7.6940002,6.992,3.608,1,4,3,2,3.41296
6.737,3.269,4.8859997,3,3,3,1,2.02231
3.056,5.75,3.191,3,1,3,2,3.70131
6.263,4.736,5.2250004,4,1,4,1,8.02822
3.698,2.78,3.692,3,4,3,1,2.93758
4.1210003,4.106,4.262,1,3,4,2,5.16777
4.1029997,3.6950002,5.828,4,4,4,2,3.10717
2.54,6.359,2.999,4,4,3,1,4.81161
3.821,7.292,6.566,3,3,3,1,6.06838
2.15,2.348,5.915,4,3,4,2,3.91036
6.089,2.054,7.235,3,1,1,1,2.65228
3.47,7.496,6.329,4,1,3,2,4.25317
5.69,5.903,6.578,4,1,4,2,4.58158
3.8600001,6.101,6.293,4,3,4,2,4.14041
5.153,3.815,6.968,4,4,3,1,11.1027
6.41,3.8270001,3.968,4,4,3,1,11.801
7.835,7.895,6.401,1,4,1,2,2.54259
4.523,6.866,7.934,4,4,4,2,10.1903
6.557,3.626,6.506,3,4,4,2,2.70785
2.819,6.737,2.297,4,4,4,2,11.5092
7.982,2.552,3.947,4,4,4,1,3.87187
